No(line_no),주소(address),경도(longitute),위도(latitude),좌표값(status),설치장소상세(address_detail),설치장소타입(address_type),쓰레기통 형태(trash_type),관할기관(gov),관할기관연락처(gov_num)
181,서울특별시 용산구 갈월동(숙대입구방면) 중앙버스정류장 (외곽 03-012),126.9715704,37.54493279,인근좌표,서울특별시 용산구 갈월동(숙대입구방면) 중앙버스정류장 (외곽03-012),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
182,서울특별시 용산구 이태원2동 용산한신아파트앞(해방촌방면) 버스정류장(03-150),126.991128,37.53884125,인근좌표,서울특별시 용산구 이태원2동 용산한신아파트앞(해방촌방면) 버스정류장(03-150),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
183,서울특별시 용산구 이태원2동 용산한신아파트앞(해방촌방면) 버스정류장(03-150),126.991128,37.53884125,인근좌표,서울특별시 용산구 이태원2동 용산한신아파트앞(해방촌방면) 버스정류장(03-150),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
184,서울특별시 용산구 삼각지(보훈청방향)평양집앞 공원쉼터,126.9804724,37.53114116,인근좌표,서울특별시 용산구 삼각지(보훈청방향)평양집앞 공원쉼터,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
185,서울특별시 용산구 삼각지(보훈청방향)평양집앞 공원쉼터,126.9804724,37.53114116,인근좌표,서울특별시 용산구 삼각지(보훈청방향)평양집앞 공원쉼터,, 재활용수거용 ,서울시 용산구,02-2199-7302
186,서울특별시 용산구 국방부앞 버스정류장(국방부민원실)(03-185),126.9804724,37.53114116,인근좌표,서울특별시 용산구 국방부앞 버스정류장(국방부민원실)(03-185),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
187,서울특별시 용산구 국방부앞 버스정류장(국방부민원실)(03-185),126.9804724,37.53114116,인근좌표,서울특별시 용산구 국방부앞 버스정류장(국방부민원실)(03-185),, 재활용수거용 ,서울시 용산구,02-2199-7302
188,서울특별시 용산구 전쟁기념관(용산보건분소방면) 버스정류장(03-184),126.9804724,37.53114116,인근좌표,서울특별시 용산구 전쟁기념관(용산보건분소방면) 버스정류장(03-184),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
189,서울특별시 용산구 전쟁기념관(용산보건분소방면) 버스정류장(03-184),126.9804724,37.53114116,인근좌표,서울특별시 용산구 전쟁기념관(용산보건분소방면) 버스정류장(03-184),, 재활용수거용 ,서울시 용산구,02-2199-7302
190,서울특별시 용산구 녹사평역 1번출구앞 버스정류장(03-186),126.9804724,37.53114116,인근좌표,서울특별시 용산구 녹사평역 1번출구앞 버스정류장(03-186),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
191,서울특별시 용산구 녹사평역 1번출구앞 버스정류장(03-186),126.9804724,37.53114116,인근좌표,서울특별시 용산구 녹사평역 1번출구앞 버스정류장(03-186),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
192,서울특별시 용산구 녹사평역 4번 출구 앞 버스정류장(03-187),126.9804724,37.53114116,인근좌표,서울특별시 용산구 녹사평역 4번 출구 앞 버스정류장(03-187),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
193,서울특별시 용산구 녹사평역 4번 출구 앞 버스정류장(03-187),126.9804724,37.53114116,인근좌표,서울특별시 용산구 녹사평역 4번 출구 앞 버스정류장(03-187),, 재활용수거용 ,서울시 용산구,02-2199-7302
194,서울특별시 용산구 용산역 버스정류장(03-255)(용산역앞광장),126.9804724,37.53114116,인근좌표,서울특별시 용산구 용산역 버스정류장(03-255)(용산역앞광장),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
195,서울특별시 용산구 용산역 버스정류장(03-255)(용산역앞광장),126.9804724,37.53114116,인근좌표,서울특별시 용산구 용산역 버스정류장(03-255)(용산역앞광장),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
196,서울특별시 용산구 용산역광장앞(신용산지하차도방면) 버스정류장(03-258) ,126.9804724,37.53114116,인근좌표,서울특별시 용산구 용산역광장앞(신용산지하차도방면) 버스정류장(03-258) ,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
197,서울특별시 용산구 삼각지역11번출구 버스정류장(03-328남영역방면)(용산역파출소옆),126.9804724,37.53114116,인근좌표,서울특별시 용산구 삼각지역11번출구 버스정류장(03-328남영역방면)(용산역파출소옆),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
198,서울특별시 용산구 서빙고역 교차로 버스정류장(03-267 서빙고역건너편),126.9804724,37.53114116,인근좌표,서울특별시 용산구 서빙고역 교차로 버스정류장(03-267서빙고역건너편),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
199,서울특별시 용산구 서빙고역1번출구 버스정류장(03-157 서빙고역앞),126.9804724,37.53114116,인근좌표,서울특별시 용산구 서빙고역1번출구 버스정류장(03-157서빙고역앞),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
200,서울특별시 용산구 서빙고초등학교앞버스정류장(03-268 GS편의점)  ,126.9804724,37.53114116,인근좌표,서울특별시 용산구 서빙고초등학교앞버스정류장(03-268GS편의점)  ,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
201,서울특별시 용산구 원효대교 북단 버스정류장(03-331  삼구빌딩 건너편),126.9804724,37.53114116,인근좌표,서울특별시 용산구 원효대교 북단 버스정류장(03-331 삼구빌딩 건너편),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
202,서울특별시 용산구 숙대입구역 5번출구 마을버스정류장(03-565  하나은행숙대입구역지점앞),126.9804724,37.53114116,인근좌표,서울특별시 용산구 숙대입구역 5번출구 마을버스정류장(03-565 하나은행숙대입구역지점앞),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
203,서울특별시 용산구 갈월동 마을버스정류장(03-568  삼성디지탈서비스센터옆),126.9715704,37.54493279,인근좌표,서울특별시 용산구 갈월동 마을버스정류장(03-568 삼성디지탈서비스센터옆),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
204,서울특별시 용산구 갈월동 4호선 숙대입구 버스정류장(03-327  여행박사앞),126.9725935,37.55024242,인근좌표,서울특별시 용산구 갈월동 4호선 숙대입구 버스정류장(03-327 여행박사앞),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
205,서울특별시 용산구 남영동 청도양꼬치남영점앞 횡단보도앞,126.9733195,37.54302455,인근좌표,서울특별시 용산구 남영동 청도양꼬치남영점앞 횡단보도앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
206,서울특별시 용산구 리버힐삼성아파트옆GS25시편의점앞횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 리버힐삼성아파트옆GS25시편의점앞횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
207,서울특별시 용산구 용산전자상가입구 버스정류장(03-250),126.9804724,37.53114116,인근좌표,서울특별시 용산구 용산전자상가입구 버스정류장(03-250),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
208,서울특별시 용산구 용산 꿈나무 종합타운  보건분소 버스정류장(03-181),126.9804724,37.53114116,인근좌표,서울특별시 용산구 용산 꿈나무 종합타운 보건분소 버스정류장(03-181),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
209,서울특별시 용산구 한남나들목(A) 출입구앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 한남나들목(A) 출입구앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
210,서울특별시 용산구 한남나들목(B) 출입구앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 한남나들목(B) 출입구앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
211,서울특별시 용산구 한강대로 크라운해태 건너편 USO건너편인도,126.9745278,37.53698366,인근좌표,서울특별시 용산구 한강대로 크라운해태 건너편 USO건너편인도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
212,서울특별시 용산구 한강대로 크라운해태 건너편 USO건너편인도,126.9745278,37.53698366,인근좌표,서울특별시 용산구 한강대로 크라운해태 건너편 USO건너편인도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
213,서울특별시 용산구 한강대로 숙대입구역2번출구앞,126.9620444,37.52374199,인근좌표,서울특별시 용산구 한강대로 숙대입구역2번출구앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
214,서울특별시 용산구 한강대로 숙대입구역2번출구앞,126.9620444,37.52374199,인근좌표,서울특별시 용산구 한강대로 숙대입구역2번출구앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
215,서울특별시 용산구 한강대로 갈월동 청파동입구교차로(쌍굴다리)안 공원(갑을빌딩 맞은편),126.9745278,37.53698366,인근좌표,서울특별시 용산구 한강대로 갈월동 청파동입구교차로(쌍굴다리)안 공원(갑을빌딩 맞은편),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
216,서울특별시 용산구 한강대로 갈월동청파동 입구교차로(쌍굴다리)안 공원(갑을빌딩 맞은편),126.9745278,37.53698366,인근좌표,서울특별시 용산구 한강대로 갈월동청파동 입구교차로(쌍굴다리)안 공원(갑을빌딩 맞은편),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
217,서울특별시 용산구 남영삼거리 동원부동산앞 횡단보도(고려빌딩 건너편),126.4241385,37.75467623,인근좌표,서울특별시 용산구 남영삼거리 동원부동산앞 횡단보도(고려빌딩 건너편),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
218,서울특별시 용산구 남영삼거리 동원부동산앞 횡단보도(고려빌딩 건너편),126.4241385,37.75467623,인근좌표,서울특별시 용산구 남영삼거리 동원부동산앞 횡단보도(고려빌딩 건너편),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
219,서울특별시 용산구 신용산역 삼거리 횡단보도앞(신용산역 5번출구 뒷편),126.4241385,37.75467623,인근좌표,서울특별시 용산구 신용산역 삼거리 횡단보도앞(신용산역 5번출구 뒷편),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
220,서울특별시 용산구 신용산역 삼거리 횡단보도앞(신용산역 5번출구 뒷편),126.4241385,37.75467623,인근좌표,서울특별시 용산구 신용산역 삼거리 횡단보도앞(신용산역 5번출구 뒷편),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
221,서울특별시 용산구 용산역앞교차로 아우디한강대로전시장앞 횡단보도,126.9728045,37.55454856,인근좌표,서울특별시 용산구 용산역앞교차로 아우디한강대로전시장앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
222,서울특별시 용산구 용산역앞교차로 아우디한강대로전시장앞 횡단보도,126.9728045,37.55454856,인근좌표,서울특별시 용산구 용산역앞교차로 아우디한강대로전시장앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
223,서울특별시 용산구 이태원주공아파트 담벽인도 남산공원이정표앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원주공아파트 담벽인도 남산공원이정표앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
224,서울특별시 용산구 서울시중부기술교육원 블루스퀘어(순천향대학병원 한남오거리방면)(03161),126.9804724,37.53114116,인근좌표,서울특별시 용산구 서울시중부기술교육원블루스퀘어(순천향대학병원한남오거리방면)(03161),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
225,서울특별시 용산구 서울시중부기술교육원 블루스퀘어(순천향대학병원 한남오거리방면)(03161),126.9804724,37.53114116,인근좌표,서울특별시 용산구 서울시중부기술교육원블루스퀘어(순천향대학병원한남오거리방면)(03161),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
226,서울특별시 용산구 한강중학교(금호베스트빌앞방면)버스정류장(03-269),126.9804724,37.53114116,인근좌표,서울특별시 용산구 한강중학교(금호베스트빌앞방면)버스정류장(03-269),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
227,서울특별시 용산구 동빙고동(한남역 용산노인종합복지관방면)버스정류장(03-274),126.9957871,37.52358498,인근좌표,서울특별시 용산구 동빙고동(한남역용산노인종합복지관방면)버스정류장(03-274),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
228,서울특별시 용산구 이태원동남산대림아파트 용산동아파트(114공인중개사사무소앞) 버스정류장(03-149),126.991128,37.53884125,인근좌표,서울특별시 용산구 이태원동남산대림아파트용산동아파트(114공인중개사사무소앞) 버스정류장(03-149),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
229,서울특별시 용산구 용산전자상가  전자랜드(원효대교북단방면)버스정류장(03-137),126.9804724,37.53114116,인근좌표,서울특별시 용산구 용산전자상가 전자랜드(원효대교북단방면)버스정류장(03-137),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
230,서울특별시 용산구 원효2동산호아파트(청암동강변삼성아파트방면)버스정류장(03-300),126.9804724,37.53114116,인근좌표,서울특별시 용산구 원효2동산호아파트(청암동강변삼성아파트방면)버스정류장(03-300),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
231,서울특별시 용산구 백범로 효창공원역4번출구앞 횡단보도,126.9570712,37.54083138,인근좌표,서울특별시 용산구 백범로 효창공원역4번출구앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
232,서울특별시 용산구 BMW 한독모터스용산전시장 횡단보도앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 BMW 한독모터스용산전시장 횡단보도앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
233,서울특별시 용산구 숙대입구역 3 4번출구앞(군선도가게앞),126.9804724,37.53114116,인근좌표,서울특별시 용산구 숙대입구역 34번출구앞(군선도가게앞),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
234,서울특별시 용산구 서빙고신동아아파트/신동아아파트버스정류장(03226),126.6991514,35.11564857,인근좌표,서울특별시 용산구 서빙고신동아아파트/신동아아파트버스정류장(03226),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
235,서울특별시 용산구 KT용산지사(삼각지방면)중앙버스정류장(도심 03-005),126.9804724,37.53114116,인근좌표,서울특별시 용산구 KT용산지사(삼각지방면)중앙버스정류장(도심03-005),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
236,서울특별시 용산구 KT용산지사(삼각지방면)중앙버스정류장(도심 03-005),126.9804724,37.53114116,인근좌표,서울특별시 용산구 KT용산지사(삼각지방면)중앙버스정류장(도심03-005),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
237,서울특별시 용산구 KT용산지사(신용산역방면)중앙버스정류장(외곽 03-006),126.9804724,37.53114116,인근좌표,서울특별시 용산구 KT용산지사(신용산역방면)중앙버스정류장(외곽03-006),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
238,서울특별시 용산구 KT용산지사(신용산역방면)중앙버스정류장(외곽 03-006),126.9804724,37.53114116,인근좌표,서울특별시 용산구 KT용산지사(신용산역방면)중앙버스정류장(외곽03-006),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
239,서울특별시 용산구 용산푸르지오써밋오피스텔(해림턴부동산과스타부동산)앞 인도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 용산푸르지오써밋오피스텔(해림턴부동산과스타부동산)앞 인도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
240,서울특별시 용산구 용산푸르지오써밋오피스텔(서울창조경제혁신센터)앞 인도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 용산푸르지오써밋오피스텔(서울창조경제혁신센터)앞 인도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
241,서울특별시 용산구 용산전자상가  전자랜드(용산전자상가12동방면)버스정류장(03136),126.9804724,37.53114116,인근좌표,서울특별시 용산구 용산전자상가 전자랜드(용산전자상가12동방면)버스정류장(03136),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
242,서울특별시 용산구 신용산지하차도(용산전자상가입구방면)버스정류장(03251),126.9804724,37.53114116,인근좌표,서울특별시 용산구 신용산지하차도(용산전자상가입구방면)버스정류장(03251),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
243,서울특별시 용산구 용산꿈나무종합타원(용산경찰서방면)버스정류장(03346),126.9804724,37.53114116,인근좌표,서울특별시 용산구 용산꿈나무종합타원(용산경찰서방면)버스정류장(03346),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
244,서울특별시 용산구 문배동이안아파트앞(문배어린이공원방면)버스정류장(03332),126.9691998,37.53714128,인근좌표,서울특별시 용산구 문배동이안아파트앞(문배어린이공원방면)버스정류장(03332),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
245,서울특별시 용산구 금양초등학교앞횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 금양초등학교앞횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
246,서울특별시 용산구 국민은행효창동지점(숙명여대정문방면)버스정류장(03240),126.9597807,37.5435614,인근좌표,서울특별시 용산구 국민은행효창동지점(숙명여대정문방면)버스정류장(03240),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
247,서울특별시 용산구 숙명여대후문  이봉창활동터(효창공원후문방면)버스정류장(03235),126.9804724,37.53114116,인근좌표,서울특별시 용산구 숙명여대후문 이봉창활동터(효창공원후문방면)버스정류장(03235),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
248,서울특별시 용산구 서부역건너편 미니스톱서울역점 횡단보도앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 서부역건너편 미니스톱서울역점 횡단보도앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
249,서울특별시 용산구 용산세무서(용산공고방면)버스정류장((03262),126.9804724,37.53114116,인근좌표,서울특별시 용산구 용산세무서(용산공고방면)버스정류장((03262),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
250,서울특별시 용산구 기능장애인협회용산지부앞 횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 기능장애인협회용산지부앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
251,서울특별시 용산구 GS25용산서빙고점(서빙고초등학교)앞 횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 GS25용산서빙고점(서빙고초등학교)앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
252,서울특별시 용산구 녹사평역3번출구 200M전방(용산구청방향) 횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 녹사평역3번출구 200M전방(용산구청방향) 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
253,서울특별시 용산구 미군부대정문앞 횡단보도(한강중학교방면),126.9804724,37.53114116,인근좌표,서울특별시 용산구 미군부대정문앞 횡단보도(한강중학교방면),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
254,서울특별시 용산구 금호베스트빌앞(서빙고초등학교방면)버스정류장(03270),126.9804724,37.53114116,인근좌표,서울특별시 용산구 금호베스트빌앞(서빙고초등학교방면)버스정류장(03270),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
255,서울특별시 용산구 KY빌딩앞 횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 KY빌딩앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
256,서울특별시 용산구 이태원랜드앞 횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원랜드앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
257,서울특별시 용산구 한남동 대성표구사앞,127.0063494,37.53746041,인근좌표,서울특별시 용산구 한남동 대성표구사앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
258,서울특별시 용산구 한남동새마을금고(이태원119안전센터방면)버스정류장(03194),127.0063494,37.53746041,인근좌표,서울특별시 용산구 한남동새마을금고(이태원119안전센터방면)버스정류장(03194),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
259,서울특별시 용산구 한남동 올리브영한남동점(제일기획건너편)앞,127.0063494,37.53746041,인근좌표,서울특별시 용산구 한남동 올리브영한남동점(제일기획건너편)앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
260,서울특별시 용산구 남영동주민센터(남영우체국방면)버스정류장(03206),126.9733195,37.54302455,인근좌표,서울특별시 용산구 남영동주민센터(남영우체국방면)버스정류장(03206),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
261,서울특별시 용산구 성촌공원 포르쉐센터용산(이촌2동쥔센터방면)버스정류장(03-289),126.9804724,37.53114116,인근좌표,서울특별시 용산구 성촌공원포르쉐센터용산(이촌2동쥔센터방면)버스정류장(03-289),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
262,서울특별시 용산구 강촌apt/신용산초등학교(이촌동점보아파트방면)버스정류장(03-220),126.9804724,37.53114116,인근좌표,서울특별시 용산구 강촌apt/신용산초등학교(이촌동점보아파트방면)버스정류장(03-220),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
263,서울특별시 용산구 한국철도공사(코레일서울본부)앞 모범택시정류장,126.9804724,37.53114116,인근좌표,서울특별시 용산구 한국철도공사(코레일서울본부)앞 모범택시정류장,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
264,서울특별시 용산구 우아한청년들앞 횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 우아한청년들앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
265,서울특별시 용산구 이태원 지샥 패션잡화점 횡단보도앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원 지샥 패션잡화점 횡단보도앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
266,서울특별시 용산구 서빙고초등학교 담벽 가로등주변(남영비비안 본사 건너편),126.9804724,37.53114116,인근좌표,서울특별시 용산구 서빙고초등학교 담벽 가로등주변(남영비비안 본사 건너편),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
267,서울특별시 용산구 한강대로 69(용산써밋오피스텔 정문앞 인도),126.9653798,37.52743799,정좌표,서울특별시 용산구 한강대로 69(용산써밋오피스텔 정문앞 인도),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
1,서울특별시 강남구 K타워(삼성동 158-23),127.0623557,37.49607082,인근좌표,서울특별시 강남구 K타워(삼성동 158-23),도로변(횡단보도 포함),일반쓰레기,서울특별시 강남구청,
2,서울특별시 강남구 도곡동 949-3,127.0333327,37.48717224,정좌표,서울특별시 강남구 도곡동 949-3,도로변(횡단보도 포함),재활용쓰레기,서울특별시 강남구청,
3,서울특별시 강남구 도곡동 949-3,127.0333327,37.48717224,정좌표,서울특별시 강남구 도곡동 949-3,도로변(횡단보도 포함), 일반쓰레기,서울특별시 강남구청,
4,서울특별시 강남구 역삼동 837,127.0311647,37.4915706,정좌표,서울특별시 강남구 역삼동 837,도로변(횡단보도 포함), 재활용쓰레기,서울특별시 강남구청,
5,서울특별시 강남구 역삼동 837,127.0311647,37.4915706,정좌표,서울특별시 강남구 역삼동 837,도로변(횡단보도 포함), 일반쓰레기,서울특별시 강남구청,
6,서울특별시 강남구 역삼동 826-22,127.0291896,37.49570654,정좌표,서울특별시 강남구 역삼동 826-22,도로변(횡단보도 포함), 재활용쓰레기,서울특별시 강남구청,
7,서울특별시 강남구 역삼동 826-22,127.0291896,37.49570654,정좌표,서울특별시 강남구 역삼동 826-22,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
8,서울특별시 강남구 역삼동 826-20,127.0295292,37.49532875,정좌표,서울특별시 강남구 역삼동 826-20,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
9,서울특별시 강남구 역삼동 826-20,127.0295292,37.49532875,정좌표,서울특별시 강남구 역삼동 826-20,도로변(횡단보도 포함), 일반쓰레기,서울특별시 강남구청,
10,서울특별시 강남구 역삼동 735,127.0330185,37.49925894,정좌표,서울특별시 강남구 역삼동 735,도로변(횡단보도 포함), 재활용쓰레기,서울특별시 강남구청,
11,서울특별시 강남구 역삼동 735,127.0330185,37.49925894,정좌표,서울특별시 강남구 역삼동 735,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
12,서울특별시 강남구 역삼동 718-2,127.0389968,37.50109678,정좌표,서울특별시 강남구 역삼동 718-2,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
13,서울특별시 강남구 역삼동 718-2,127.0389968,37.50109678,정좌표,서울특별시 강남구 역삼동 718-2,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
14,서울특별시 강남구 역삼동 706-1,127.0440777,37.5025812,정좌표,서울특별시 강남구 역삼동 706-1,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
15,서울특별시 강남구 역삼동 706-1,127.0440777,37.5025812,정좌표,서울특별시 강남구 역삼동 706-1,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
16,서울특별시 강남구 대치동 890-6,127.0515153,37.50484581,정좌표,서울특별시 강남구 대치동 890-6,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
17,서울특별시 강남구 대치동 890-6,127.0515153,37.50484581,정좌표,서울특별시 강남구 대치동 890-6,도로변(횡단보도 포함), 일반쓰레기,서울특별시 강남구청,
18,서울특별시 강남구 대치동945-2,127.0615801,37.50795571,정좌표,서울특별시 강남구 대치동945-2,도로변(횡단보도 포함), 재활용쓰레기,서울특별시 강남구청,
19,서울특별시 강남구 대치동945-2,127.0615801,37.50795571,정좌표,서울특별시 강남구 대치동945-2,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
20,서울특별시 강남구 대치동 997-4,127.0663583,37.50925606,정좌표,서울특별시 강남구 대치동 997-4,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
21,서울특별시 강남구 대치동 997-4,127.0663583,37.50925606,정좌표,서울특별시 강남구 대치동 997-4,도로변(횡단보도 포함), 일반쓰레기,서울특별시 강남구청,
22,서울특별시 강남구 대치동 998,127.0670649,37.50922119,정좌표,서울특별시 강남구 대치동 998,도로변(횡단보도 포함), 재활용쓰레기,서울특별시 강남구청,
23,서울특별시 강남구 대치동 998,127.0670649,37.50922119,정좌표,서울특별시 강남구 대치동 998,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
24,서울특별시 강남구 테헤란로 432 DB금융센터빌딩,127.0547621,37.50577403,정좌표,서울특별시 강남구 테헤란로 432 DB금융센터빌딩,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
25,서울특별시 강남구 테헤란로 432 DB금융센터빌딩,127.0547621,37.50577403,정좌표,서울특별시 강남구 테헤란로 432 DB금융센터빌딩,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
26,서울특별시 강남구 대치동 892 포스코빌딩,127.0561289,37.505781,정좌표,서울특별시 강남구 대치동 892 포스코빌딩,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
27,서울특별시 강남구 대치동 892 포스코빌딩,127.0561289,37.505781,정좌표,서울특별시 강남구 대치동 892 포스코빌딩,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
28,서울특별시 강남구 대치동 892 포스코빌딩,127.0561289,37.505781,정좌표,서울특별시 강남구 대치동 892 포스코빌딩,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
29,서울특별시 강남구 대치동 892 포스코빌딩,127.0561289,37.505781,정좌표,서울특별시 강남구 대치동 892 포스코빌딩,도로변(횡단보도 포함), 일반쓰레기,서울특별시 강남구청,
30,서울특별시 강남구 504 해성1빌딩,127.0623557,37.49607082,인근좌표,서울특별시 강남구 504 해성1빌딩,도로변(횡단보도 포함), 재활용쓰레기,서울특별시 강남구청,
31,서울특별시 강남구 504 해성1빌딩,127.0623557,37.49607082,인근좌표,서울특별시 강남구 504 해성1빌딩,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
